posture,segment,rating,pct_MANTENER,pct_REESTRUCTURAR,pct_VENDER,n_loans,total_EAD,mean_EAD,total_RWA,total_EL,mean_PD,mean_LGD,mean_DPD,total_EVA_post,total_capital_lib
desinversion,Project Finance,B,0.0,0.0,100.0,4,53792097.0,13448024.25,80688145.5,11658776.205098653,0.45499999999999996,0.47277677736893486,216.0,0.0,8472255.2775
desinversion,Project Finance,BB,0.0,0.0,100.0,7,48840264.0,6977180.571428572,73260396.0,8291749.436000001,0.4242857142857143,0.39999999999999997,185.28571428571428,0.0,7692341.58
desinversion,Project Finance,BBB,0.0,0.0,100.0,5,72762341.0,14552468.2,109143511.5,12263034.696,0.43999999999999995,0.4,265.8,0.0,11460068.7075
desinversion,Project Finance,CCC,100.0,0.0,0.0,2,24031780.0,12015890.0,36047670.0,5945370.079376223,0.45,0.5443647903620124,133.5,0.0,3785005.3499999996
desinversion,SME,A,0.0,0.0,100.0,9,4692615.0,521401.6666666667,7038922.5,738813.6,0.4033333333333333,0.4,270.1111111111111,14625.17625127043,732472.0758516974
desinversion,SME,AA,0.0,33.33333333333333,66.66666666666666,3,945303.0,315101.0,1417954.5,136123.63199999998,0.36000000000000004,0.4000000000000001,123.66666666666667,6626.873130216587,145827.171435903
desinversion,SME,AAA,0.0,50.0,50.0,2,290084.0,145042.0,435126.0,41347.53999999999,0.375,0.4,188.0,7053.29048201663,42440.55699410917
desinversion,SME,B,0.0,9.090909090909092,90.9090909090909,22,10141577.0,460980.7727272727,15212365.5,2239644.4780556154,0.4572727272727272,0.4840690773482665,205.04545454545453,27865.488700472582,1584684.6341223675
desinversion,SME,BB,0.0,8.333333333333332,91.66666666666666,12,4669846.0,389153.8333333333,7004769.0,815247.6487761678,0.43916666666666665,0.40021962704598124,221.75,24855.81788302794,724336.5324809592
desinversion,SME,BBB,0.0,0.0,100.0,25,11286833.0,451473.32,16930249.5,1835882.5680000004,0.41,0.4000000000000001,206.56,37022.54325688137,1760990.4376842277
desinversion,SME,CCC,33.33333333333333,0.0,66.66666666666666,6,4801790.0,800298.3333333334,7202685.0,1361399.7940908873,0.49166666666666664,0.5858798101609938,278.1666666666667,0.0,756281.925
